title,cast,script,directing,date_published,likes,dislikes,views_num
biografia,marcos veras,,,2014-01-13,189091.0,6912.0,7460087
empregada,leticia lima,,,2014-01-09,198569.0,7723.0,9999234
empregada,julia rabello,,,2014-01-09,198569.0,7723.0,9999234
espelho,julia rabello,,,2014-01-06,109798.0,4597.0,5892820
táxi,julia rabello,,,2014-01-02,97337.0,11755.0,4815302
táxi,marcus majella,,,2014-01-02,97337.0,11755.0,4815302
fã,ivete sangalo,,,2013-12-30,196800.0,5082.0,8912076
fã,letícia lima,,,2013-12-30,196800.0,5082.0,8912076
fã,marcus majella,,,2013-12-30,196800.0,5082.0,8912076
ciúmes,fabio porchat,,,2013-12-26,350670.0,6393.0,19097034
ciúmes,leticia lima,,,2013-12-26,350670.0,6393.0,19097034
especial de natal - porta dos fundos,,,,2013-12-23,226858.0,111508.0,11153516
moda,leticia lima,,,2013-12-19,241180.0,5989.0,8349273
moda,julia rabello,,,2013-12-19,241180.0,5989.0,8349273
moda,thati lopes,,,2013-12-19,241180.0,5989.0,8349273
amigos,antonio tabet,,,2013-12-16,417469.0,4980.0,17652567
amigos,fabio porchat,,,2013-12-16,417469.0,4980.0,17652567
amigos,gregorio duvivier,,,2013-12-16,417469.0,4980.0,17652567
amigos,joão vicente de castro,,,2013-12-16,417469.0,4980.0,17652567
xingó kaiapu,antonio tabet,,,2013-12-12,103027.0,4175.0,4131731
xingó kaiapu,gregorio duvivier,,,2013-12-12,103027.0,4175.0,4131731
xingó kaiapu,joão vicente de castro,,,2013-12-12,103027.0,4175.0,4131731
xingó kaiapu,marcus majella,,,2013-12-12,103027.0,4175.0,4131731
a boa de segunda,gregorio duvivier,,,2013-12-09,142267.0,4130.0,5782483
a boa de segunda,rafael infante,,,2013-12-09,142267.0,4130.0,5782483
adão,rafael infante,,,2013-12-05,144009.0,21759.0,7140467
adão,renata ricci,,,2013-12-05,144009.0,21759.0,7140467
adão,rodrigo magal,,,2013-12-05,144009.0,21759.0,7140467
bala de borracha,antonio tabet,,,2013-12-02,430861.0,12028.0,18827861
bala de borracha,fabio porchat,,,2013-12-02,430861.0,12028.0,18827861
bala de borracha,gustavo chagas,,,2013-12-02,430861.0,12028.0,18827861
bala de borracha,joão vicente de castro,,,2013-12-02,430861.0,12028.0,18827861
bala de borracha,rafael infante,,,2013-12-02,430861.0,12028.0,18827861
macedo,antonio tabet,,,2013-11-28,283263.0,7576.0,11549917
macedo,leticia lima,,,2013-11-28,283263.0,7576.0,11549917
macedo,tatiana novais,,,2013-11-28,283263.0,7576.0,11549917
delay,gabriel totoro,,,2013-11-25,127278.0,3325.0,5832997
delay,marcos veras,,,2013-11-25,127278.0,3325.0,5832997
delay,marcus majella,,,2013-11-25,127278.0,3325.0,5832997
terapia de casal,clarice falcão,,,2013-11-21,204829.0,4961.0,9263893
terapia de casal,gregorio duvivier,,,2013-11-21,204829.0,4961.0,9263893
terapia de casal,luis lobianco,,,2013-11-21,204829.0,4961.0,9263893
bom dia,fabio porchat,,,2013-11-18,362666.0,5334.0,16773405
bom dia,letícia lima,,,2013-11-18,362666.0,5334.0,16773405
cabeça do fabio,gregorio duvivier,,,2013-11-14,188932.0,4947.0,8590139
cabeça do fabio,rafael infante,,,2013-11-14,188932.0,4947.0,8590139
cabeça do fabio,renata ricci,,,2013-11-14,188932.0,4947.0,8590139
estátuas,fabio porchat,,,2013-11-11,196612.0,7868.0,9559411
estátuas,marcos veras,,,2013-11-11,196612.0,7868.0,9559411
estátuas,marcus majella,,,2013-11-11,196612.0,7868.0,9559411
casório,julia rabello,,,2013-11-07,101862.0,4685.0,5457387
casório,marcos veras,,,2013-11-07,101862.0,4685.0,5457387
casório,marcus majella,,,2013-11-07,101862.0,4685.0,5457387
leiconha,antonio tabet,,,2013-11-04,210411.0,5893.0,10506350
leiconha,fabio porchat,,,2013-11-04,210411.0,5893.0,10506350
leiconha,gregorio duvivier,,,2013-11-04,210411.0,5893.0,10506350
leiconha,luis lobianco,,,2013-11-04,210411.0,5893.0,10506350
exercício,antonio tabet,,,2013-10-31,151024.0,7208.0,6522617
exercício,marcos veras,,,2013-10-31,151024.0,7208.0,6522617
exercício,rafael infante,,,2013-10-31,151024.0,7208.0,6522617
meteorologia,clarice falcão,,,2013-10-28,124250.0,10636.0,6078482
meteorologia,gregório duvivier,,,2013-10-28,124250.0,10636.0,6078482
meteorologia,rafael infante,,,2013-10-28,124250.0,10636.0,6078482
xuxuxu xaxaxa,antonio tabet,,,2013-10-24,121609.0,7821.0,5244989
xuxuxu xaxaxa,renata tobelem,,,2013-10-24,121609.0,7821.0,5244989
fidelidade,marcos veras,,,2013-10-21,229643.0,14399.0,13381617
fidelidade,leticia lima,,,2013-10-21,229643.0,14399.0,13381617
fidelidade,rafael infante,,,2013-10-21,229643.0,14399.0,13381617
fidelidade,gregorio duvivier,,,2013-10-21,229643.0,14399.0,13381617
suborno,antonio tabet,,,2013-10-17,237875.0,3777.0,10863631
suborno,fabio porchat,,,2013-10-17,237875.0,3777.0,10863631
suborno,luis lobianco,,,2013-10-17,237875.0,3777.0,10863631
suborno,julia rabello,,,2013-10-17,237875.0,3777.0,10863631
gostosa,fabio porchat,,,2013-10-14,466714.0,8537.0,22593294
gostosa,leticia lima,,,2013-10-14,466714.0,8537.0,22593294
sessão de terapia,antonio tabet,,,2013-10-10,132072.0,6603.0,7441547
sessão de terapia,gregorio duvivier,,,2013-10-10,132072.0,6603.0,7441547
debate,antonio tabet,,,2013-10-07,127450.0,8643.0,6851985
debate,luis lobianco,,,2013-10-07,127450.0,8643.0,6851985
debate,victor leal,,,2013-10-07,127450.0,8643.0,6851985
sequestro,joão vicente de castro,,,2013-10-03,130409.0,2325.0,5765856
sequestro,regina gutman,,,2013-10-03,130409.0,2325.0,5765856
garçom vegetariano,gegorio duvivier,,,2013-09-30,197814.0,4126.0,7783975
garçom vegetariano,julia rabello,,,2013-09-30,197814.0,4126.0,7783975
garçom vegetariano,joão vicente de castro,,,2013-09-30,197814.0,4126.0,7783975
vida privada,antonio tabet,,,2013-09-26,109366.0,4685.0,5482551
vida privada,julia rabello,,,2013-09-26,109366.0,4685.0,5482551
arrá!,clarice falcão,,,2013-09-23,147282.0,6100.0,7280214
arrá!,gregorio duvivier,,,2013-09-23,147282.0,6100.0,7280214
mímica,fabio porchat,,,2013-09-19,155260.0,3583.0,7355504
mímica,julia rabello,,,2013-09-19,155260.0,3583.0,7355504
mímica,marcus majella,,,2013-09-19,155260.0,3583.0,7355504
mímica,leticia lima,,,2013-09-19,155260.0,3583.0,7355504
setor de rh - mosqueteiros,antonio tabet,,,2013-09-16,75856.0,6100.0,4268181
setor de rh - mosqueteiros,gregorio duvivier,,,2013-09-16,75856.0,6100.0,4268181
sexo por telefone,gregorio duvivier,,,2013-09-12,278270.0,16468.0,24646195
sexo por telefone,letícia lima,,,2013-09-12,278270.0,16468.0,24646195
cura,marcus majella,,,2013-09-09,186477.0,11359.0,9650300
cura,rafael infante,,,2013-09-09,186477.0,11359.0,9650300
cura,gabriel totoro,,,2013-09-09,186477.0,11359.0,9650300
cura,camillo borges,,,2013-09-09,186477.0,11359.0,9650300
compra coletiva,rafael infante,,,2013-09-05,131989.0,4094.0,7624164
compra coletiva,luis lobianco,,,2013-09-05,131989.0,4094.0,7624164
compra coletiva,tatiana novais,,,2013-09-05,131989.0,4094.0,7624164
camisetas do porta,,,,2013-09-03,15050.0,712.0,2096015
cabeça do gregorio,gabriel totoro,,,2013-09-02,152649.0,3679.0,6545390
cabeça do gregorio,rafael infante,,,2013-09-02,152649.0,3679.0,6545390
ocupada,clarice falcão,,,2013-08-29,117740.0,6492.0,6494485
ocupada,gabriel totoro,,,2013-08-29,117740.0,6492.0,6494485
deputado,antonio tabet,,,2013-08-26,163703.0,5297.0,6378938
deputado,fabio porchat,,,2013-08-26,163703.0,5297.0,6378938
deputado,luis lobianco,,,2013-08-26,163703.0,5297.0,6378938
deputado,rafael infante,,,2013-08-26,163703.0,5297.0,6378938
espinha,clarice falcão,,,2013-08-22,139781.0,8575.0,7356378
espinha,fabio porchat,,,2013-08-22,139781.0,8575.0,7356378
espinha,leticia lima,,,2013-08-22,139781.0,8575.0,7356378
espinha,vinny,,,2013-08-22,139781.0,8575.0,7356378
"oh, meu deus!",clarice falcão,,,2013-08-19,171576.0,39641.0,8847388
"oh, meu deus!",gregorio duvivier,,,2013-08-19,171576.0,39641.0,8847388
"oh, meu deus!",leticia lima,,,2013-08-19,171576.0,39641.0,8847388
"oh, meu deus!",luis lobianco,,,2013-08-19,171576.0,39641.0,8847388
bafo,fabio porchat,,,2013-08-15,277150.0,5330.0,15353586
bafo,gregorio duvivier,,,2013-08-15,277150.0,5330.0,15353586
quinta maluca,leticia lima,,,2013-08-12,178473.0,3790.0,8157192
quinta maluca,marcos veras,,,2013-08-12,178473.0,3790.0,8157192
quinta maluca,rafael infante,,,2013-08-12,178473.0,3790.0,8157192
quinta maluca,thati lopes,,,2013-08-12,178473.0,3790.0,8157192
banco,antonio tabet,,,2013-08-08,162734.0,3181.0,9569154
banco,fabio porchat,,,2013-08-08,162734.0,3181.0,9569154
arte moderna,clarice falcão,,,2013-08-05,151127.0,4453.0,7372806
arte moderna,leticia lima,,,2013-08-05,151127.0,4453.0,7372806
arte moderna,rafael infante,,,2013-08-05,151127.0,4453.0,7372806
arte moderna,gigante leo,,,2013-08-05,151127.0,4453.0,7372806
casal normal,antonio tabet,,,2013-08-01,236660.0,5554.0,13069018
casal normal,julia rabello,,,2013-08-01,236660.0,5554.0,13069018
casal normal,marcos veras,,,2013-08-01,236660.0,5554.0,13069018
juiz,antonio tabet,,,2013-07-29,106576.0,4867.0,4759459
juiz,joão vicente de castro,,,2013-07-29,106576.0,4867.0,4759459
juiz,rafael infante,,,2013-07-29,106576.0,4867.0,4759459
princesa,fabio porchat,,,2013-07-25,198383.0,4517.0,7585731
princesa,julia rabello,,,2013-07-25,198383.0,4517.0,7585731
princesa,leticia lima,,,2013-07-25,198383.0,4517.0,7585731
princesa,marcus majella,,,2013-07-25,198383.0,4517.0,7585731
segunda opinião,antonio tabet,,,2013-07-22,105510.0,2060.0,5233683
segunda opinião,luis lobianco,,,2013-07-22,105510.0,2060.0,5233683
segunda opinião,marcos veras,,,2013-07-22,105510.0,2060.0,5233683
é pau é pedra,antonio tabet,,,2013-07-18,168741.0,4689.0,8677012
é pau é pedra,victor leal,,,2013-07-18,168741.0,4689.0,8677012
compadre,fabio porchat,,,2013-07-15,130245.0,3616.0,7981495
compadre,leticia lima,,,2013-07-15,130245.0,3616.0,7981495
compadre,luis lobianco,,,2013-07-15,130245.0,3616.0,7981495
compadre,compadre washington,,,2013-07-15,130245.0,3616.0,7981495
depoimento,antonio tabet,,,2013-07-11,80359.0,3412.0,5025578
depoimento,clarice falcão,,,2013-07-11,80359.0,3412.0,5025578
depoimento,rodrigo magal,,,2013-07-11,80359.0,3412.0,5025578
pornô moderno,gregorio duvivier,,,2013-07-08,168451.0,5664.0,10398250
pornô moderno,luis lobianco,,,2013-07-08,168451.0,5664.0,10398250
pornô moderno,renata ricci,,,2013-07-08,168451.0,5664.0,10398250
pornô moderno,andré machado,,,2013-07-08,168451.0,5664.0,10398250
eitcha lelê,gregorio duvivier,,,2013-07-04,111056.0,9075.0,6240390
eitcha lelê,marcus majella,,,2013-07-04,111056.0,9075.0,6240390
tiros da vingança - cenas excluídas,fabio porchat,,,2013-07-01,53743.0,2403.0,2865665
tiros da vingança - cenas excluídas,rafael infante,,,2013-07-01,53743.0,2403.0,2865665
reunião de emergência,antonio tabet,,,2013-06-27,225840.0,5141.0,9947786
reunião de emergência,fabio porchat,,,2013-06-27,225840.0,5141.0,9947786
reunião de emergência,joão vicente de castro,,,2013-06-27,225840.0,5141.0,9947786
reunião de emergência,julia rabello,,,2013-06-27,225840.0,5141.0,9947786
reunião de emergência,luis lobianco,,,2013-06-27,225840.0,5141.0,9947786
reunião de emergência,rafael infante,,,2013-06-27,225840.0,5141.0,9947786
sheila,gregorio duvivier,,,2013-06-24,217292.0,3597.0,10408467
sheila,marcos veras,,,2013-06-24,217292.0,3597.0,10408467
porta dos fundos na tv,antonio tabet,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,clarice falcão,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,gabriel totoro,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,fabio porchat,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,gregorio duvivier,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,julia rabello,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,leticia lima,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,marcos veras,,,2013-06-20,50788.0,1603.0,2765117
porta dos fundos na tv,rafael infante,,,2013-06-20,50788.0,1603.0,2765117
reunião de traficante,gabriel totoro,,,2013-06-17,252088.0,3570.0,13148523
reunião de traficante,gustavo chagas,,,2013-06-17,252088.0,3570.0,13148523
reunião de traficante,joão vicente de castro,,,2013-06-17,252088.0,3570.0,13148523
reunião de traficante,luis lobianco,,,2013-06-17,252088.0,3570.0,13148523
ministério,fabio porchat,,,2013-06-13,97841.0,14722.0,5773115
ministério,gregorio duvivier,,,2013-06-13,97841.0,14722.0,5773115
ministério,gabriel totoro,,,2013-06-13,97841.0,14722.0,5773115
o plano,fabio porchat,,,2013-06-10,233220.0,7240.0,9228600
o plano,gregorio duvivier,,,2013-06-10,233220.0,7240.0,9228600
o plano,gustavo chagas,,,2013-06-10,233220.0,7240.0,9228600
o plano,joão vicente de castro,,,2013-06-10,233220.0,7240.0,9228600
o plano,marcio machado,,,2013-06-10,233220.0,7240.0,9228600
o plano,rafael infante,,,2013-06-10,233220.0,7240.0,9228600
menino menina,antonio tabet,,,2013-06-06,105311.0,7557.0,6076712
menino menina,clarice falcão,,,2013-06-06,105311.0,7557.0,6076712
menino menina,luis lobianco,,,2013-06-06,105311.0,7557.0,6076712
sorte grande,julia rabello,,,2013-06-03,85643.0,21211.0,5820201
sorte grande,letícia lima,,,2013-06-03,85643.0,21211.0,5820201
sorte grande,rafael infante,,,2013-06-03,85643.0,21211.0,5820201
aula de quinta,fabio porchat,,,2013-05-30,122274.0,5478.0,7395557
aula de quinta,gregorio duvivier,,,2013-05-30,122274.0,5478.0,7395557
aula de segunda,gregorio duvivier,,,2013-05-27,104418.0,7969.0,6175793
demônio,gregorio duvivier,,,2013-05-20,256364.0,15439.0,13963052
demônio,joão vicente de castro,,,2013-05-20,256364.0,15439.0,13963052
demônio,luis lobianco,,,2013-05-20,256364.0,15439.0,13963052
despedida de solteiro,fabio porchat,,,2013-05-16,183352.0,7246.0,12217297
despedida de solteiro,gustavo chagas,,,2013-05-16,183352.0,7246.0,12217297
despedida de solteiro,joão vicente de castro,,,2013-05-16,183352.0,7246.0,12217297
despedida de solteiro,marcus majella,,,2013-05-16,183352.0,7246.0,12217297
despedida de solteiro,rafael infante,,,2013-05-16,183352.0,7246.0,12217297
despedida de solteiro,rodrigo magal,,,2013-05-16,183352.0,7246.0,12217297
michelangelo,gregorio duvivier,,,2013-05-13,130257.0,7033.0,6189016
michelangelo,luis lobianco,,,2013-05-13,130257.0,7033.0,6189016
parabéns,antonio tabet,,,2013-05-09,193269.0,3500.0,10885475
parabéns,julia rabello,,,2013-05-09,193269.0,3500.0,10885475
parabéns,fabio porchat,,,2013-05-09,193269.0,3500.0,10885475
parabéns,gregorio duvivier,,,2013-05-09,193269.0,3500.0,10885475
parabéns,gigante léo,,,2013-05-09,193269.0,3500.0,10885475
parabéns,leticia lima,,,2013-05-09,193269.0,3500.0,10885475
parabéns,luis lobianco,,,2013-05-09,193269.0,3500.0,10885475
parabéns,marcos veras,,,2013-05-09,193269.0,3500.0,10885475
parabéns,marcus majella,,,2013-05-09,193269.0,3500.0,10885475
parabéns,pollyana rocha,,,2013-05-09,193269.0,3500.0,10885475
parabéns,rafael infante,,,2013-05-09,193269.0,3500.0,10885475
parabéns,regina gutman,,,2013-05-09,193269.0,3500.0,10885475
parabéns,thati lopes,,,2013-05-09,193269.0,3500.0,10885475
a regra é clara,gregorio duvivier,,,2013-05-06,154124.0,17074.0,8375811
a regra é clara,fabio porchat,,,2013-05-06,154124.0,17074.0,8375811
sinal,gabriel totoro,,,2013-05-02,68773.0,4278.0,4348707
sinal,luis lobianco,,,2013-05-02,68773.0,4278.0,4348707
bola fora,antonio tabet,,,2013-04-25,70622.0,5404.0,3882542
bola fora,marcos veras,,,2013-04-25,70622.0,5404.0,3882542
vozinha,gregorio duvivier,,,2013-04-22,185437.0,9545.0,11583448
vozinha,leticia lima,,,2013-04-22,185437.0,9545.0,11583448
a vida como ela é,antonio tabet,,,2013-04-18,240808.0,6866.0,15771963
a vida como ela é,fabio porchat,,,2013-04-18,240808.0,6866.0,15771963
a vida como ela é,gabriel esteves,,,2013-04-18,240808.0,6866.0,15771963
a vida como ela é,leticia lima,,,2013-04-18,240808.0,6866.0,15771963
a vida como ela é,rodrigo magal,,,2013-04-18,240808.0,6866.0,15771963
drébito,gregorio duvivier,,,2013-04-15,101056.0,21470.0,6501849
drébito,leticia lima,,,2013-04-15,101056.0,21470.0,6501849
drébito,rafael infante,,,2013-04-15,101056.0,21470.0,6501849
arca de noé,joão vicente de castro,,,2013-04-11,133479.0,9613.0,8734421
arca de noé,marcos veras,,,2013-04-11,133479.0,9613.0,8734421
arca de noé,marcus majella,,,2013-04-11,133479.0,9613.0,8734421
arca de noé,e camillo borges,,,2013-04-11,133479.0,9613.0,8734421
entrevista de emprego,antonio tabet,,,2013-04-08,206564.0,5534.0,11601997
entrevista de emprego,luis lobianco,,,2013-04-08,206564.0,5534.0,11601997
happy hour,antonio tabet,,,2013-04-04,166798.0,9040.0,11043829
happy hour,joão vicente de castro,,,2013-04-04,166798.0,9040.0,11043829
happy hour,rafael infante,,,2013-04-04,166798.0,9040.0,11043829
happy hour,rodrigo magal,,,2013-04-04,166798.0,9040.0,11043829
você não repara em mim,marcos veras,,,2013-04-01,199347.0,5058.0,12030253
você não repara em mim,gabriel totoro,,,2013-04-01,199347.0,5058.0,12030253
você não repara em mim,letícia lima,,,2013-04-01,199347.0,5058.0,12030253
você não repara em mim,e fernanda paes leme,,,2013-04-01,199347.0,5058.0,12030253
mulheres,clarice falcão,,,2013-03-28,274123.0,6252.0,17974823
mulheres,joão vicente de castro,,,2013-03-28,274123.0,6252.0,17974823
mulheres,letícia lima,,,2013-03-28,274123.0,6252.0,17974823
quem manda,antonio tabet,,,2013-03-25,295744.0,7618.0,21399811
quem manda,thati lopes,,,2013-03-25,295744.0,7618.0,21399811
quem manda,vitor costa,,,2013-03-25,295744.0,7618.0,21399811
deus,clarice falcão,,,2013-03-21,390826.0,36159.0,18356706
deus,rafael infante,,,2013-03-21,390826.0,36159.0,18356706
previsão do tempo,julia rabello,,,2013-03-18,103791.0,3105.0,7082185
previsão do tempo,gabriel totoro,,,2013-03-18,103791.0,3105.0,7082185
previsão do tempo,rafael infante,,,2013-03-18,103791.0,3105.0,7082185
amante,julia rabello,,,2013-03-14,163610.0,3733.0,10553884
amante,marcus majella,,,2013-03-14,163610.0,3733.0,10553884
amante,rafael infante,,,2013-03-14,163610.0,3733.0,10553884
log out,fábio porchat,,,2013-03-11,276903.0,3098.0,15281696
log out,letícia lima,,,2013-03-11,276903.0,3098.0,15281696
essa é pra você,clarice falcão,,,2013-03-07,700184.0,11405.0,31914084
essa é pra você,gregorio duvivier,,,2013-03-07,700184.0,11405.0,31914084
casamento,fabio porchat,,,2013-03-04,406439.0,5889.0,24095180
casamento,gabriel esteves,,,2013-03-04,406439.0,5889.0,24095180
casamento,gustavo chagas,,,2013-03-04,406439.0,5889.0,24095180
casamento,rodrigo magal,,,2013-03-04,406439.0,5889.0,24095180
maitêndo fundo,antonio tabet,,,2013-02-28,206735.0,9527.0,14976470
maitêndo fundo,maitê proença,,,2013-02-28,206735.0,9527.0,14976470
maitêndo fundo,rafael infante,,,2013-02-28,206735.0,9527.0,14976470
maitêndo fundo,rodrigo fernandes,,,2013-02-28,206735.0,9527.0,14976470
confessionário,gregorio duvivier,,,2013-02-25,124645.0,5462.0,7871526
confessionário,fabio porchat,,,2013-02-25,124645.0,5462.0,7871526
voyeur,joão vicente de castro,,,2013-02-21,57445.0,2943.0,4804963
voyeur,julia rabello,,,2013-02-21,57445.0,2943.0,4804963
voyeur,luis lobianco,,,2013-02-21,57445.0,2943.0,4804963
batalha,gregorio duvivier,,,2013-02-18,140543.0,4795.0,8193297
batalha,luis lobianco,,,2013-02-18,140543.0,4795.0,8193297
mecânica,antonio tabet,,,2013-02-14,102782.0,3931.0,7140761
mecânica,gabriel totoro,,,2013-02-14,102782.0,3931.0,7140761
mecânica,rafael infante,,,2013-02-14,102782.0,3931.0,7140761
torcedores,antonio tabet,,,2013-02-11,116747.0,3202.0,7386790
torcedores,fabio porchat,,,2013-02-11,116747.0,3202.0,7386790
torcedores,gabriel totoro,,,2013-02-11,116747.0,3202.0,7386790
torcedores,gregorio duvivier,,,2013-02-11,116747.0,3202.0,7386790
torcedores,marcus majella,,,2013-02-11,116747.0,3202.0,7386790
torcedores,rafael infante,,,2013-02-11,116747.0,3202.0,7386790
10 mandamentos,fábio porchat,,,2013-02-07,283006.0,35023.0,21396427
10 mandamentos,gregorio duvivier,,,2013-02-07,283006.0,35023.0,21396427
10 mandamentos,luis lobianco,,,2013-02-07,283006.0,35023.0,21396427
